Accession Planting,Inventory Date,Status,Condition,Inventory Note,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
2018-0110-01-6,2/9/2018 0:00,Alive,Good,"Not caged, no herbivory, Saguaro Inventory, VN, 2-9-18.",,,,,,
2018-0110-01-6,2/9/2018 22:46,Alive,Good,"Not caged, no herbivory, Saguaro Inventory, VN, 2-9-18.",,,,,,
2018-0110-01-5,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-5,2/8/2018 15:46,Alive,,,,,,,,
2018-0110-01-4,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-4,2/8/2018 15:46,Alive,,,,,,,,
2018-0110-01-3,,,,,2/26/2020 13:45,0.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-3,,,,,3/29/2019 19:15,0.1666667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/205"
2018-0110-01-3,,,,,2/7/2018 0:00,1.5,inches,,inches,
2018-0110-01-3,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-3,2/7/2018 0:00,Alive,Excellent,"Caged, no herbivory, Saguaro Inventory, 2-7-18.",,,,,,
2018-0110-01-3,2/7/2018 9:46,Alive,,,,,,,,
2018-0110-01-20,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-2,,,,,2/26/2020 13:45,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-2,,,,,3/29/2019 19:15,0.4583333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/194"
2018-0110-01-2,,,,,2/9/2018 0:00,3.5,inches,,inches,
2018-0110-01-2,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-2,2/7/2018 9:46,Alive,,,,,,,,
2018-0110-01-2,2/9/2018 0:00,Alive,Excellent,"Caged, no herbivory, VN, 2-9-18.",,,,,,
2018-0110-01-19,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-18,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-17,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-16,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-15,,,,,2/26/2020 13:45,0.58,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-15,,,,,3/29/2019 19:15,0.5208333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/187"
2018-0110-01-15,,,,,2/12/2018 0:00,6,inches,,inches,
2018-0110-01-15,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-15,2/12/2018 0:00,Alive,Fair,"Not caged, healed herbivory, Saguaro Inventory, VN, 2-12-18.",,,,,,
2018-0110-01-15,2/12/2018 16:31,Alive,,,,,,,,
2018-0110-01-15,2/12/2018 22:31,Alive,Fair,"Not caged, healed herbivory, Saguaro Inventory, VN, 2-12-18.",,,,,,
2018-0110-01-15,2/14/2018 0:00,Alive,Fair,"Caged, VN, 2-14-18.",,,,,,
2018-0110-01-14,,,,,2/26/2020 13:47,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-14,,,,,2/13/2018 0:00,9,inches,,inches,
2018-0110-01-14,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-14,2/10/2018 23:01,Alive,,,,,,,,
2018-0110-01-14,2/13/2018 0:00,Alive,Excellent,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0110-01-14,2/13/2018 22:46,Alive,Excellent,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0110-01-14,2/21/2018 0:00,Alive,Excellent,"Caged, VN.",,,,,,
2018-0110-01-14,2/28/2018 0:00,Alive,Excellent,"Relocated to propagation due to proximity to fence; to be replanted on garden grounds. VN, 1/19.",,,,,,
2018-0110-01-14,2/27/2019 0:00,Alive,Excellent,Transplanted onto butte during Phase 1 of Butte Succession Planting; headed by Raul Puente & Kenny Zelov. 2/2019,,,,,,
2018-0110-01-14,2/27/2019 23:01,Alive,Excellent,"Relocated to propagation due to proximity to fence; to be replanted on garden grounds. VN, 1/19.",,,,,,
2018-0110-01-13,,,,,2/26/2020 13:46,0.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-13,,,,,2/13/2018 0:00,3.5,inches,,inches,
2018-0110-01-13,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-13,2/10/2018 23:01,Alive,,,,,,,,
2018-0110-01-13,2/13/2018 0:00,Alive,Excellent,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0110-01-13,2/13/2018 22:46,Alive,Excellent,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0110-01-13,2/21/2018 0:00,Alive,Excellent,"Caged, VN.",,,,,,
2018-0110-01-13,2/28/2018 0:00,Alive,Excellent,"Relocated to propagation due to proximity to fence; to be replanted on garden grounds. VN, inventoried retroactively on 1/18/19.",,,,,,
2018-0110-01-13,2/27/2019 0:00,Alive,Excellent,Transplanted onto butte during Phase 1 of Butte Succession Planting; headed by Raul Puente & Kenny Zelov. 2/2019,,,,,,
2018-0110-01-13,2/27/2019 23:01,Alive,Excellent,"Relocated to propagation due to proximity to fence; to be replanted on garden grounds. VN, inventoried retroactively on 1/18/19.",,,,,,
2018-0110-01-12,,,,,2/26/2020 13:47,0.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-12,,,,,2/13/2018 0:00,6,inches,,inches,
2018-0110-01-12,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-12,2/10/2018 23:01,Alive,,,,,,,,
2018-0110-01-12,2/13/2018 0:00,Alive,Excellent,"Has twin"" that has grown through the fence towards Papago Park side.""",,,,,,
2018-0110-01-12,2/13/2018 0:00,Alive,Excellent,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0110-01-12,2/13/2018 22:46,Alive,Excellent,"Has twin"" that has grown through the fence towards Papago Park side.""",,,,,,
2018-0110-01-12,2/21/2018 0:00,Alive,Excellent,"Caged, VN.",,,,,,
2018-0110-01-12,2/28/2018 0:00,Alive,Fair,"Relocated to propagation due to proximity to fence; to be replanted on garden grounds. VN, inventoried retroactively on 1/18/19.",,,,,,
2018-0110-01-12,2/27/2019 0:00,Alive,Fair,Transplanted onto butte during Phase 1 of Butte Succession Planting; headed by Raul Puente & Kenny Zelov. 2/2019,,,,,,
2018-0110-01-12,2/27/2019 23:01,Alive,Fair,"Relocated to propagation due to proximity to fence; to be replanted on garden grounds. VN, inventoried retroactively on 1/18/19.",,,,,,
2018-0110-01-11,,,,,2/26/2020 13:45,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-11,,,,,3/29/2019 19:15,0.5,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/189"
2018-0110-01-11,,,,,2/13/2018 0:00,5,inches,,inches,
2018-0110-01-11,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-11,2/10/2018 23:01,Alive,,,,,,,,
2018-0110-01-11,2/13/2018 0:00,Alive,Fair,"Caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0110-01-11,2/13/2018 22:46,Alive,Fair,"Caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0110-01-11,2/26/2018 0:00,Alive,Fair,"Saguaro Inventory 2018, Sunburn, VN, 2/26/18.",,,,,,
2018-0110-01-10,,,,,2/26/2020 13:46,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-10,,,,,3/29/2019 19:14,0.6666667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/176"
2018-0110-01-10,,,,,2/13/2018 0:00,8,inches,,inches,
2018-0110-01-10,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-10,2/10/2018 23:01,Alive,,,,,,,,
2018-0110-01-10,2/13/2018 0:00,Alive,Good,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0110-01-10,2/21/2018 0:00,Alive,Good,"Caged, VN.",,,,,,
2018-0110-01-1,,,,,2/26/2020 13:45,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0110-01-1,,,,,3/29/2019 19:15,0.4375,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/195"
2018-0110-01-1,,,,,2/9/2018 0:00,3.5,inches,,inches,
2018-0110-01-1,2/6/2018 0:00,Alive,,,,,,,,
2018-0110-01-1,2/7/2018 9:46,Alive,,,,,,,,
2018-0110-01-1,2/9/2018 0:00,Alive,Excellent,"Caged, no herbivory, VN, 2-9-18.",,,,,,
2018-0098-10-1,,,,,2/26/2020 13:46,0.5625,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0098-10-1,,,,,3/29/2019 19:14,0.5416667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/184"
2018-0098-10-1,2/27/2018 0:00,Alive,Good,New; accessioned and tagged   kk 2/2018,,,,,,
2018-0098-10-1,7/27/2018 0:00,Alive,Good,Moved into garden during bed renovation  kk 7/2018,,,,,,
2018-0098-10-1,7/27/2018 0:01,Alive,Good,New; accessioned and tagged   kk 2/2018,,,,,,
2018-0054-01-2,,,,,2/26/2020 13:47,0.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0054-01-2,2/15/2018 0:00,Alive,Good,New; accessioned and tagged kk 2/2018,,,,,,
2018-0054-01-2,2/27/2019 0:00,Alive,Good,Transplanted onto butte during Phase 1 of Butte Succession Planting; headed by Raul Puente & Kenny Zelov. 2/2019,,,,,,
2018-0054-01-2,2/27/2019 23:02,Alive,Good,New; accessioned and tagged kk 2/2018,,,,,,
2018-0054-01-1,,,,,2/26/2020 13:44,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0054-01-1,2/15/2018 0:00,Alive,Good,New; accessioned and tagged kk 2/2018,,,,,,
2018-0054-01-1,2/27/2019 0:00,Alive,Good,Transplanted onto butte during Phase 1 of Butte Succession Planting; headed by Raul Puente & Kenny Zelov. 2/2019,,,,,,
2018-0054-01-1,2/27/2019 23:02,Alive,Good,New; accessioned and tagged kk 2/2018,,,,,,
2018-0040-01-3,,,,,2/26/2020 13:45,9.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0040-01-3,,,,,2/13/2018 0:00,9.3,feet,,feet,
2018-0040-01-3,2/8/2018 0:00,Alive,Good,"New; accessioned, tagged and mapped.  kk 2/2018",,,,,,
2018-0040-01-3,2/13/2018 22:46,Alive,Good,"New; accessioned, tagged and mapped.  kk 2/2018",,,,,,
2018-0040-01-3,3/29/2019 19:36,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2018-0040-01-2,,,,,2/26/2020 13:45,4.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0040-01-2,,,,,2/13/2018 0:00,52,inches,,inches,
2018-0040-01-2,,,,,2/13/2018 0:00,52,inches,,inches,Measured western (and tallest) trunk.
2018-0040-01-2,2/8/2018 0:00,Alive,Good,"New; accessioned, tagged and mapped.  kk 2/2018",,,,,,
2018-0040-01-2,3/19/2018 15:04,Alive,Good,"New; accessioned, tagged and mapped.  kk 2/2018",,,,,,
2018-0040-01-2,3/29/2019 19:36,Alive,Good,"Saguaro Inventory 2019: Red pigment along ribs from recent cold stress, VN, 2/15/19.",,,,,,
2018-0040-01-1,,,,,2/26/2020 13:46,3.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0040-01-1,,,,,2/13/2018 0:00,45,inches,,inches,
2018-0040-01-1,2/8/2018 0:00,Alive,Good,"New; accessioned, tagged and mapped.  kk 2/2018",,,,,,
2018-0040-01-1,3/19/2018 15:04,Alive,Good,"New; accessioned, tagged and mapped.  kk 2/2018",,,,,,
2018-0040-01-1,3/29/2019 19:36,Alive,Excellent,"Saguaro Inventory 2019: Red pigment along ribs from recent cold stress, VN, 2/15/19.",,,,,,
2018-0026-01-9,,,,,2/26/2020 13:45,1.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-9,,,,,3/29/2019 19:13,1.7083333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/93"
2018-0026-01-9,,,,,2/7/2018 0:00,18,inches,,inches,
2018-0026-01-9,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-9,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-9,2/7/2018 0:00,Alive,Excellent,"Caged, no herbivory, Saguaro Inventory, VN, 2-7-18.",,,,,,
2018-0026-01-8,,,,,2/26/2020 13:45,0.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-8,,,,,3/29/2019 19:14,0.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/182"
2018-0026-01-8,,,,,2/7/2018 0:00,5.5,inches,,inches,
2018-0026-01-8,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-8,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-8,2/7/2018 0:00,Alive,Excellent,"Caged, no herbivory, Saguaro Inventory, VN, 2-7-18.",,,,,,
2018-0026-01-7,,,,,2/26/2020 13:45,0.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-7,,,,,3/29/2019 19:14,0.625,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/178"
2018-0026-01-7,,,,,2/7/2018 0:00,6.5,inches,,inches,
2018-0026-01-7,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-7,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-7,2/7/2018 0:00,Alive,Excellent,"Caged, no herbivory, Saguaro Inventory, VN, 2-7-18.",,,,,,
2018-0026-01-6,,,,,2/26/2020 13:45,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-6,,,,,3/29/2019 19:15,0.4583333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/193"
2018-0026-01-6,,,,,2/7/2018 0:00,4,inches,,inches,
2018-0026-01-6,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-6,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-6,2/7/2018 0:00,Alive,Excellent,"Caged, no herbivory, Saguaro Inventory, VN, 2-7-18.",,,,,,
2018-0026-01-5,,,,,2/13/2018 0:00,2,inches,,inches,
2018-0026-01-5,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-5,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-5,2/13/2018 0:00,Alive,Excellent,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0026-01-5,2/14/2019 0:00,Dead,,Found during annual Saguaro inventory; Cause unknown.,,,,,,
2018-0026-01-4,,,,,2/26/2020 13:45,0.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-4,,,,,3/29/2019 19:15,0.0833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/206"
2018-0026-01-4,,,,,2/13/2018 0:00,1,inches,,inches,
2018-0026-01-4,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-4,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-4,2/13/2018 0:00,Alive,Good,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0026-01-3,,,,,2/26/2020 13:45,0.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-3,,,,,3/29/2019 19:15,0.2083333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/204"
2018-0026-01-3,,,,,2/13/2018 0:00,2,inches,,inches,
2018-0026-01-3,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-3,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-3,2/13/2018 0:00,Alive,Excellent,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2018-0026-01-2,,,,,2/26/2020 13:45,0.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-2,,,,,3/29/2019 19:15,0.375,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/199"
2018-0026-01-2,,,,,2/14/2018 0:00,3,inches,,inches,
2018-0026-01-2,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-2,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-2,2/14/2018 0:00,Alive,Excellent,"Not caged, no herbivory, Saguaro Inventory, VN, 2-14-18.",,,,,,
2018-0026-01-10,,,,,2/26/2020 13:45,1.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-10,,,,,3/29/2019 19:14,1,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/148"
2018-0026-01-10,,,,,2/9/2018 0:00,11,inches,,inches,
2018-0026-01-10,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-10,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-10,2/9/2018 0:00,Alive,Poor,"Not possible to cage, extensive healed herbivory, Saguaro Inventory, VN, 2-9-18.",,,,,,
2018-0026-01-10,2/26/2018 0:00,Alive,Poor,"Saguaro Inventory 2018, Healed herbivory, VN, 2/26/18.",,,,,,
2018-0026-01-1,,,,,2/26/2020 13:45,1.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2018-0026-01-1,,,,,3/29/2019 19:13,1.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/107"
2018-0026-01-1,,,,,2/7/2018 0:00,17.5,inches,,inches,
2018-0026-01-1,1/30/2018 0:00,Alive,Good,,,,,,,
2018-0026-01-1,2/6/2018 14:46,Alive,Good,,,,,,,
2018-0026-01-1,2/7/2018 0:00,Alive,Good,"Caged, no herbivory, Saguaro Inventory, VN, 2-7-18.",,,,,,
2017-0569-01-5,,,,,2/26/2020 13:45,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-5,,,,,3/29/2019 19:14,0.75,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/169"
2017-0569-01-5,,,,,2/14/2018 0:00,7.5,inches,,inches,
2017-0569-01-5,10/3/2017 0:00,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-5,10/3/2017 23:31,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-5,2/14/2018 0:00,Alive,Good,"Caged, no herbivory, Saguaro Inventory, VN, 2-14-18.",,,,,,
2017-0569-01-4,,,,,2/26/2020 13:45,1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-4,,,,,3/29/2019 19:14,0.875,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/158"
2017-0569-01-4,,,,,2/14/2018 0:00,8.5,inches,,inches,
2017-0569-01-4,10/3/2017 0:00,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-4,10/3/2017 23:31,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-4,2/14/2018 0:00,Alive,Fair,"Rot starting at base, caged, no herbivory, Saguaro Inventory, VN, 2-14-18.",,,,,,
2017-0569-01-4,2/26/2018 0:00,Alive,Fair,"Saguaro Inventory 2018, Rot starting at base, VN, 2/26/18.",,,,,,
2017-0569-01-3,,,,,2/26/2020 13:45,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-3,,,,,3/29/2019 19:14,0.8333333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/163"
2017-0569-01-3,,,,,2/14/2018 0:00,8,inches,,inches,
2017-0569-01-3,10/3/2017 0:00,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-3,10/3/2017 23:31,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-3,2/14/2018 0:00,Alive,Fair,"Rot starting at base, caged, no herbivory, Saguaro Inventory, VN, 2-14-18.",,,,,,
2017-0569-01-3,2/26/2018 0:00,Alive,Fair,"Saguaro Inventory 2018, Rot starting at base, VN, 2/26/18.",,,,,,
2017-0569-01-2,,,,,2/26/2020 13:45,0.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-2,,,,,3/29/2019 19:14,0.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/181"
2017-0569-01-2,,,,,2/14/2018 0:00,6.5,inches,,inches,
2017-0569-01-2,10/3/2017 0:00,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-2,10/3/2017 23:31,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-2,2/14/2018 0:00,Alive,Good,"Caged, no herbivory, Saguaro Inventory, VN, 2-14-18.",,,,,,
2017-0569-01-1,,,,,2/26/2020 13:45,0.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0569-01-1,,,,,3/29/2019 19:14,0.7083333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/173"
2017-0569-01-1,,,,,2/14/2018 0:00,8,inches,,inches,
2017-0569-01-1,10/3/2017 0:00,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-1,10/3/2017 23:31,Alive,Good,New; accessioned and tagged  kk 10/2017,,,,,,
2017-0569-01-1,2/14/2018 0:00,Alive,Good,"Caged, no herbivory, Saguaro Inventory, VN, 2-14-18.",,,,,,
2017-0114-01-1,,,,,2/26/2020 13:45,6.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0114-01-1,,,,,2/13/2018 0:00,78,inches,,inches,
2017-0114-01-1,4/7/2017 0:00,Alive,Good,New; accessioned and planted by new Butterfly Pavilion Exhibit Installation,,,,,,
2017-0114-01-1,4/20/2017 13:46,Alive,Good,New; accessioned and planted by new Butterfly Pavilion Exhibit Installation,,,,,,
2017-0114-01-1,5/12/2017 16:24,Alive,Good,New; accessioned and planted by new Butterfly Pavilion Exhibit Installation,,,,,,
2017-0114-01-1,2/13/2018 0:00,Alive,Excellent,"Not caged, no herbivory, Saguaro Inventory, VN, 2-13-18.",,,,,,
2017-0114-01-1,3/29/2019 19:36,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
2017-0099-01-9,,,,,2/26/2020 13:44,1.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-9,,,,,3/29/2019 19:14,1.0833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/143"
2017-0099-01-9,,,,,2/15/2017 0:00,10,inches,,inches,
2017-0099-01-9,1/24/2017 0:00,Alive,Good,,,,,,,
2017-0099-01-9,2/14/2017 22:46,Alive,Good,,,,,,,
2017-0099-01-9,3/23/2017 20:10,Alive,Excellent,"Saguaro Inventory 2017, Caged, No herbivory, VN, 2/17/17.",,,,,,
2017-0099-01-9,2/26/2018 15:23,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2017-0099-01-8,,,,,2/26/2020 13:44,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-8,,,,,3/29/2019 19:14,0.8333333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/162"
2017-0099-01-8,,,,,3/23/2017 20:10,0.38,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-8,1/24/2017 0:00,Alive,Good,,,,,,,
2017-0099-01-8,2/14/2017 22:46,Alive,Good,,,,,,,
2017-0099-01-8,3/23/2017 20:09,Alive,Excellent,"Saguaro Inventory 2017, Caged, No herbivory, VN, 2/17/17.",,,,,,
2017-0099-01-8,2/26/2018 15:23,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2017-0099-01-7,,,,,2/26/2020 13:44,0.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-7,,,,,3/29/2019 19:14,0.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/180"
2017-0099-01-7,,,,,2/15/2017 0:00,4,inches,,inches,
2017-0099-01-7,1/24/2017 0:00,Alive,Good,,,,,,,
2017-0099-01-7,2/14/2017 22:46,Alive,Good,,,,,,,
2017-0099-01-7,3/23/2017 20:09,Alive,Excellent,"Saguaro Inventory 2017, Caged, No herbivory, VN, 2/17/17.",,,,,,
2017-0099-01-7,2/26/2018 15:23,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2017-0099-01-6,,,,,2/26/2020 13:46,1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-6,,,,,3/23/2017 20:09,0.83,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-6,1/24/2017 0:00,Alive,Good,,,,,,,
2017-0099-01-6,2/14/2017 22:46,Alive,Good,,,,,,,
2017-0099-01-6,3/23/2017 20:09,Alive,Excellent,"Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2017-0099-01-6,2/26/2018 15:23,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2017-0099-01-6,2/28/2018 0:00,Alive,Fair,"Relocated to propagation due to proximity to fence; to be replanted on garden grounds. VN, inventoried retroactively on 1/18/19.",,,,,,
2017-0099-01-6,2/27/2019 0:00,Alive,Fair,Transplanted onto butte during Phase 1 of Butte Succession Planting; headed by Raul Puente & Kenny Zelov. 2/2019,,,,,,
2017-0099-01-6,2/27/2019 23:01,Alive,Fair,"Relocated to propagation due to proximity to fence; to be replanted on garden grounds. VN, inventoried retroactively on 1/18/19.",,,,,,
2017-0099-01-5,,,,,2/26/2020 13:44,1.56,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-5,,,,,3/29/2019 19:13,1.3333333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/125"
2017-0099-01-5,,,,,3/23/2017 20:09,1,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-5,1/24/2017 0:00,Alive,Good,,,,,,,
2017-0099-01-5,2/14/2017 22:46,Alive,Good,,,,,,,
2017-0099-01-5,3/23/2017 20:09,Alive,Excellent,"Saguaro Inventory 2017, Caged, No herbivory, VN, 2/17/17.",,,,,,
2017-0099-01-5,2/26/2018 15:23,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
2017-0099-01-4,,,,,2/26/2020 13:46,0.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2017-0099-01-4,,,,,3/23/2017 20:09,0.58,feet,,feet,"Measured during Saguaro Inventory 2017, VN, 2/17/17."
2017-0099-01-4,1/24/2017 0:00,Alive,Good,,,,,,,
2017-0099-01-4,2/14/2017 22:46,Alive,Good,,,,,,,
2017-0099-01-4,3/23/2017 20:09,Alive,Excellent,"Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
2017-0099-01-4,2/26/2018 15:23,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
