Accession Planting,Inventory Date,Status,Condition,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
2012-0313-01-40,,,,2/26/2020 13:50,16.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-40,,,,2/18/2015 0:00,16.4,feet,18.9,feet,1 arm. 0 buds.
2012-0313-01-40,,,,12/5/2012 12:23,15.9,feet,16.6,feet,1 arm.
2012-0313-01-40,7/26/2012 16:03,Alive,,,,,,,
2012-0313-01-40,12/5/2012 0:00,Alive,Fair,,,,,,
2012-0313-01-40,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-40,2/18/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-40,3/21/2016 18:29,Alive,Poor,,,,,,
2012-0313-01-40,3/23/2017 20:23,Alive,Poor,,,,,,
2012-0313-01-40,2/26/2018 15:36,Alive,Poor,,,,,,
2012-0313-01-40,3/29/2019 19:26,Alive,Poor,,,,,,
2012-0313-01-4,,,,2/26/2020 13:47,24.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-4,,,,2/26/2018 15:36,23.7,feet,,feet,4 arms. 1 bud.
2012-0313-01-4,,,,2/22/2015 0:00,23,feet,,feet,4 arms. 1 bud.
2012-0313-01-4,,,,2/7/2013 10:08,21.2,feet,17.5,feet,4 arms. VN
2012-0313-01-4,7/20/2012 15:12,Alive,,,,,,,
2012-0313-01-4,11/28/2012 12:15,Alive,,,,,,,
2012-0313-01-4,2/7/2013 0:00,Alive,Good,,,,,,
2012-0313-01-4,10/7/2013 16:56,Alive,Good,,,,,,
2012-0313-01-4,2/22/2015 0:00,Alive,Good,,,,,,
2012-0313-01-4,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-4,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-4,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-39,,,,2/26/2020 13:50,17.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-39,,,,2/18/2015 0:00,16.1,feet,14.1,feet,1 arm. Arm is low to ground. 1 bud.
2012-0313-01-39,,,,12/5/2012 12:27,14.6,feet,13.8,feet,1 arm. Arm is low to ground.
2012-0313-01-39,7/26/2012 16:00,Alive,,,,,,,
2012-0313-01-39,12/5/2012 0:00,Alive,Good,,,,,,
2012-0313-01-39,10/7/2013 17:00,Alive,Good,,,,,,
2012-0313-01-39,2/18/2015 0:00,Alive,Good,,,,,,
2012-0313-01-39,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-39,3/23/2017 20:23,Alive,Fair,,,,,,
2012-0313-01-39,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-39,3/29/2019 19:26,Alive,Fair,,,,,,
2012-0313-01-38,,,,2/26/2020 13:50,18.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-38,,,,2/18/2015 0:00,17.2,feet,19.2,feet,0 arms. 3 buds.
2012-0313-01-38,,,,12/5/2012 12:21,16.7,feet,16.5,feet,0 arms. 2 buds.
2012-0313-01-38,7/26/2012 15:59,Alive,,,,,,,
2012-0313-01-38,12/5/2012 0:00,Alive,Good,,,,,,
2012-0313-01-38,10/7/2013 17:00,Alive,Good,,,,,,
2012-0313-01-38,2/18/2015 0:00,Alive,Good,,,,,,
2012-0313-01-38,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-38,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-38,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-38,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-37,,,,2/26/2020 13:50,14,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-37,,,,2/26/2018 15:36,13.78,feet,17.3,feet,0 arms. 4 buds.
2012-0313-01-37,,,,2/18/2015 0:00,12.9,feet,17.3,feet,0 arms. 4 buds.
2012-0313-01-37,,,,11/28/2012 12:24,12.5,feet,14.5,feet,1 bud. 0 arms.
2012-0313-01-37,7/26/2012 15:53,Alive,,,,,,,
2012-0313-01-37,11/28/2012 0:00,Alive,Fair,,,,,,
2012-0313-01-37,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-37,2/18/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-37,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-37,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-37,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-37,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-36,,,,2/26/2020 13:49,15.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-36,,,,2/26/2018 15:36,15.42,feet,17.4,feet,0 arms. 0 buds.
2012-0313-01-36,,,,2/18/2015 0:00,14,feet,17.4,feet,0 arms. 0 buds.
2012-0313-01-36,,,,11/28/2012 12:21,13.3,feet,14.3,feet,0 arms.
2012-0313-01-36,7/26/2012 15:51,Alive,,,,,,,
2012-0313-01-36,11/28/2012 0:00,Alive,Fair,,,,,,
2012-0313-01-36,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-36,2/18/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-36,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-36,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-36,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-36,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-35,,,,2/26/2020 13:49,9.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-35,,,,2/26/2018 15:36,9.51,feet,,feet,0 arms. 0 buds.
2012-0313-01-35,,,,3/6/2015 0:00,9.45,feet,,feet,0 arms. 0 buds.
2012-0313-01-35,,,,4/30/2013 15:34,9,feet,13,feet,0 arms. DD&RP. 2/28/13.
2012-0313-01-35,7/26/2012 15:42,Alive,,,,,,,
2012-0313-01-35,2/28/2013 0:00,Alive,Good,,,,,,
2012-0313-01-35,10/7/2013 17:00,Alive,Good,,,,,,
2012-0313-01-35,3/6/2015 0:00,Alive,Good,,,,,,
2012-0313-01-35,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-35,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-35,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-35,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-34,,,,2/26/2020 13:49,24.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-34,,,,2/26/2018 15:36,23.94,feet,,feet,6 arms. 0 buds.
2012-0313-01-34,,,,2/22/2015 0:00,22.75,feet,,feet,6 arms. 0 buds.
2012-0313-01-34,,,,4/30/2013 12:42,21.1,feet,21.4,feet,6 arms. DD&RP. 2/28/2013.
2012-0313-01-34,7/26/2012 15:36,Alive,,,,,,,
2012-0313-01-34,2/28/2013 0:00,Alive,Good,,,,,,
2012-0313-01-34,10/7/2013 17:00,Alive,Good,,,,,,
2012-0313-01-34,2/22/2015 0:00,Alive,Good,,,,,,
2012-0313-01-34,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-34,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-34,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-34,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-33,,,,2/26/2020 13:49,17.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-33,,,,2/26/2018 15:36,17.38,feet,,feet,3 arms. 1 bud.
2012-0313-01-33,,,,2/22/2015 0:00,16.9,feet,,feet,3 arms. 1 bud.
2012-0313-01-33,,,,4/30/2013 12:46,16.1,feet,14.8,feet,3 arms. DD&RP. 2/28/2013.
2012-0313-01-33,7/26/2012 15:31,Alive,,,,,,,
2012-0313-01-33,2/28/2013 0:00,Alive,Fair,,,,,,
2012-0313-01-33,10/7/2013 17:00,Alive,Fair,,,,,,
2012-0313-01-33,2/22/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-33,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-33,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-33,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-33,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-32,,,,2/26/2020 13:49,16.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-32,,,,2/26/2018 15:36,15.74,feet,,feet,0 arms. 0 buds.
2012-0313-01-32,,,,2/21/2015 0:00,14.7,feet,,feet,0 arms. 0 buds.
2012-0313-01-32,,,,4/30/2013 12:40,13.5,feet,16.5,feet,0 arms. VN. 2/28/2013.
2012-0313-01-32,7/26/2012 15:27,Alive,,,,,,,
2012-0313-01-32,2/28/2013 0:00,Alive,Good,,,,,,
2012-0313-01-32,10/7/2013 17:00,Alive,Good,,,,,,
2012-0313-01-32,2/21/2015 0:00,Alive,Good,,,,,,
2012-0313-01-32,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-32,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-32,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-32,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-31,,,,2/26/2020 13:49,15.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-31,,,,2/26/2018 15:36,15.09,feet,,feet,0 arms. 1 bud.
2012-0313-01-31,,,,2/21/2015 0:00,14.4,feet,,feet,0 arms. 1 bud.
2012-0313-01-31,,,,4/30/2013 12:37,13.3,feet,19.1,feet,0 arms. DD&RP. 2/28/2013
2012-0313-01-31,7/26/2012 15:26,Alive,,,,,,,
2012-0313-01-31,3/30/2013 0:00,Alive,Excellent,,,,,,
2012-0313-01-31,10/7/2013 17:00,Alive,Excellent,,,,,,
2012-0313-01-31,2/21/2015 0:00,Alive,Good,,,,,,
2012-0313-01-31,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-31,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-31,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-31,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-30,,,,2/26/2020 13:49,25.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-30,,,,2/26/2018 15:36,24.27,feet,,feet,1 arm. 0 buds.
2012-0313-01-30,,,,2/21/2015 0:00,23,feet,,feet,1 arm. 0 buds.
2012-0313-01-30,,,,4/8/2013 11:01,22,feet,14.8,feet,0 arms.
2012-0313-01-30,7/26/2012 15:25,Alive,,,,,,,
2012-0313-01-30,4/8/2013 0:00,Alive,Excellent,,,,,,
2012-0313-01-30,10/7/2013 17:00,Alive,Excellent,,,,,,
2012-0313-01-30,2/21/2015 0:00,Alive,Excellent,,,,,,
2012-0313-01-30,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-30,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-30,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-30,3/29/2019 19:26,Alive,Good,,,,,,
2012-0313-01-3,,,,2/26/2020 13:47,20.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-3,,,,2/26/2018 15:36,19.35,feet,,feet,4 arms. 0 buds.
2012-0313-01-3,,,,2/22/2015 0:00,18.9,feet,,feet,4 arms. 0 buds.
2012-0313-01-3,,,,2/7/2013 10:04,17.7,feet,15.3,feet,4 arms. VN
2012-0313-01-3,7/20/2012 15:11,Alive,,,,,,,
2012-0313-01-3,2/7/2013 0:00,Alive,Good,,,,,,
2012-0313-01-3,10/7/2013 16:56,Alive,Good,,,,,,
2012-0313-01-3,2/22/2015 0:00,Alive,Good,,,,,,
2012-0313-01-3,3/23/2017 20:23,Alive,Good,,,,,,
2012-0313-01-3,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-3,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-29,,,,2/26/2020 13:49,3.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-29,,,,3/29/2019 19:11,3.0833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/21"
2012-0313-01-29,,,,2/26/2018 15:36,2.67,feet,7.5,feet,0 arms. 0 buds.
2012-0313-01-29,,,,3/6/2015 0:00,23.25,inches,,inches,0 arms. 0 buds.
2012-0313-01-29,,,,2/28/2013 0:00,17,inches,7.5,inches,0 arms. 0 buds.
2012-0313-01-29,7/26/2012 15:16,Alive,,,,,,,
2012-0313-01-29,2/28/2013 0:00,Alive,Excellent,,,,,,
2012-0313-01-29,10/7/2013 16:59,Alive,Excellent,,,,,,
2012-0313-01-29,3/6/2015 0:00,Alive,Excellent,,,,,,
2012-0313-01-29,3/23/2017 20:22,Alive,Excellent,,,,,,
2012-0313-01-29,2/26/2018 15:36,Alive,Excellent,,,,,,
2012-0313-01-28,,,,2/26/2020 13:52,1.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-28,,,,3/29/2019 19:13,1.6666667,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/94"
2012-0313-01-28,,,,2/18/2015 0:00,12.25,inches,,inches,0 arms. 0 buds.
2012-0313-01-28,,,,1/8/2013 20:54,7,inches,,inches,"0 arms, dl"
2012-0313-01-28,8/9/2012 16:03,Alive,,,,,,,
2012-0313-01-28,1/8/2013 0:00,Alive,Excellent,,,,,,
2012-0313-01-28,10/7/2013 17:03,Alive,Excellent,,,,,,
2012-0313-01-28,2/18/2015 0:00,Alive,Excellent,,,,,,
2012-0313-01-28,2/18/2015 22:31,Alive,Excellent,,,,,,
2012-0313-01-28,3/21/2016 18:29,Alive,Excellent,,,,,,
2012-0313-01-28,3/23/2017 20:22,Alive,Excellent,,,,,,
2012-0313-01-28,2/26/2018 15:36,Alive,Excellent,,,,,,
2012-0313-01-27,,,,2/26/2020 13:51,19.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-27,,,,2/27/2015 0:00,575,centimeters,,centimeters,4 arms. 0 buds.
2012-0313-01-27,,,,11/14/2012 12:25,18,feet,14.3,feet,4 arms.
2012-0313-01-27,8/9/2012 15:26,Alive,,,,,,,
2012-0313-01-27,11/14/2012 0:00,Alive,Good,,,,,,
2012-0313-01-27,10/7/2013 17:02,Alive,Good,,,,,,
2012-0313-01-27,2/25/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-27,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-27,3/23/2017 20:22,Alive,Fair,,,,,,
2012-0313-01-27,2/26/2018 15:36,Alive,Fair,,,,,,
2012-0313-01-27,3/29/2019 19:27,Alive,Fair,,,,,,
2012-0313-01-26,,,,2/26/2020 13:48,5.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-26,,,,2/21/2015 0:00,54,inches,,inches,0 arms. 0 buds.
2012-0313-01-26,,,,11/21/2012 12:52,48.5,inches,,inches,0 arms.
2012-0313-01-26,7/20/2012 16:00,Alive,,,,,,,
2012-0313-01-26,11/21/2012 0:00,Alive,Excellent,,,,,,
2012-0313-01-26,10/7/2013 16:57,Alive,Excellent,,,,,,
2012-0313-01-26,2/21/2015 0:00,Alive,Good,,,,,,
2012-0313-01-26,3/21/2016 18:29,Alive,Excellent,,,,,,
2012-0313-01-26,3/23/2017 20:22,Alive,Good,,,,,,
2012-0313-01-26,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-26,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-25,,,,2/26/2020 13:48,5.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-25,,,,2/21/2015 0:00,45,inches,,inches,0 arms. 0 buds.
2012-0313-01-25,,,,11/21/2012 12:58,38.5,inches,,inches,0 arms.
2012-0313-01-25,7/20/2012 15:59,Alive,,,,,,,
2012-0313-01-25,11/21/2012 0:00,Alive,Excellent,,,,,,
2012-0313-01-25,10/7/2013 16:57,Alive,Excellent,,,,,,
2012-0313-01-25,2/21/2015 0:00,Alive,Excellent,,,,,,
2012-0313-01-25,3/21/2016 18:29,Alive,Excellent,,,,,,
2012-0313-01-25,3/23/2017 20:22,Alive,Excellent,,,,,,
2012-0313-01-25,2/26/2018 15:36,Alive,Excellent,,,,,,
2012-0313-01-25,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-24,,,,2/26/2020 13:48,11.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-24,,,,2/21/2015 0:00,9.25,feet,,feet,0 arms. 0 buds.
2012-0313-01-24,,,,11/21/2012 12:56,7.11,feet,11.5,feet,0 arms.
2012-0313-01-24,7/20/2012 15:58,Alive,,,,,,,
2012-0313-01-24,11/21/2012 0:00,Alive,Excellent,,,,,,
2012-0313-01-24,10/7/2013 16:57,Alive,Excellent,,,,,,
2012-0313-01-24,2/21/2015 0:00,Alive,Excellent,,,,,,
2012-0313-01-24,3/21/2016 18:29,Alive,Excellent,,,,,,
2012-0313-01-24,3/23/2017 20:22,Alive,Excellent,,,,,,
2012-0313-01-24,2/26/2018 15:36,Alive,Good,,,,,,
2012-0313-01-24,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-23,,,,2/26/2020 13:48,24.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-23,,,,2/21/2015 0:00,23.3,feet,,feet,4 arms. 0 buds.
2012-0313-01-23,,,,11/21/2012 12:51,20.5,feet,19.2,feet,4 arms.
2012-0313-01-23,7/20/2012 15:56,Alive,,,,,,,
2012-0313-01-23,11/21/2012 0:00,Alive,Good,,,,,,
2012-0313-01-23,10/7/2013 16:57,Alive,Good,,,,,,
2012-0313-01-23,2/21/2015 0:00,Alive,Good,,,,,,
2012-0313-01-23,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-23,3/23/2017 20:22,Alive,Good,,,,,,
2012-0313-01-23,2/26/2018 15:35,Alive,Good,,,,,,
2012-0313-01-23,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0313-01-22,,,,2/26/2020 13:48,14.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-22,,,,2/21/2015 0:00,12.55,feet,,feet,3 arms. 0 buds.
2012-0313-01-22,,,,11/21/2012 12:48,11.1,feet,13.9,feet,"3 arms. Arms all originate at base. Height is tallest arm""."""
2012-0313-01-22,7/20/2012 15:51,Alive,,,,,,,
2012-0313-01-22,11/21/2012 0:00,Alive,Excellent,,,,,,
2012-0313-01-22,10/7/2013 16:57,Alive,Excellent,,,,,,
2012-0313-01-22,2/21/2015 0:00,Alive,Good,,,,,,
2012-0313-01-22,3/21/2016 18:29,Alive,Excellent,,,,,,
2012-0313-01-22,3/23/2017 20:22,Alive,Good,,,,,,
2012-0313-01-22,2/26/2018 15:35,Alive,Fair,,,,,,
2012-0313-01-22,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0313-01-21,,,,2/26/2020 13:48,24.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-21,,,,2/21/2015 0:00,23.95,feet,,feet,5 arms. 1 bud.
2012-0313-01-21,,,,11/21/2012 12:40,22.9,feet,16.4,feet,1 bud. 5 arms.
2012-0313-01-21,7/20/2012 15:50,Alive,,,,,,,
2012-0313-01-21,11/21/2012 0:00,Alive,Good,,,,,,
2012-0313-01-21,11/21/2012 0:00,Alive,Good,,,,,,
2012-0313-01-21,10/7/2013 16:57,Alive,Good,,,,,,
2012-0313-01-21,2/21/2015 0:00,Alive,Good,,,,,,
2012-0313-01-21,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-21,3/23/2017 20:22,Alive,Good,,,,,,
2012-0313-01-21,2/26/2018 15:35,Alive,Good,,,,,,
2012-0313-01-21,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0313-01-20,,,,2/26/2020 13:48,20.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-20,,,,2/21/2015 0:00,18.95,feet,,feet,3 arms. 0 buds.
2012-0313-01-20,,,,11/21/2012 12:33,17.9,feet,15.9,feet,3 arms.
2012-0313-01-20,7/20/2012 15:48,Alive,,,,,,,
2012-0313-01-20,11/21/2012 0:00,Alive,Good,,,,,,
2012-0313-01-20,10/7/2013 16:57,Alive,Good,,,,,,
2012-0313-01-20,2/21/2015 0:00,Alive,Good,,,,,,
2012-0313-01-20,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-20,3/23/2017 20:22,Alive,Fair,,,,,,
2012-0313-01-20,2/26/2018 15:35,Alive,Fair,,,,,,
2012-0313-01-20,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0313-01-2,,,,2/26/2020 13:47,15,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-2,,,,2/26/2018 15:35,14.1,feet,,feet,0 arms. 4 buds.
2012-0313-01-2,,,,2/22/2015 0:00,13.4,feet,,feet,0 arms. 4 buds.
2012-0313-01-2,,,,2/7/2013 10:19,12.8,feet,17.3,feet,0 arms. VN
2012-0313-01-2,7/20/2012 15:09,Alive,,,,,,,
2012-0313-01-2,11/28/2012 12:15,Alive,,,,,,,
2012-0313-01-2,2/7/2013 0:00,Alive,Excellent,,,,,,
2012-0313-01-2,10/7/2013 16:56,Alive,Excellent,,,,,,
2012-0313-01-2,2/22/2015 0:00,Alive,Good,,,,,,
2012-0313-01-2,3/23/2017 20:22,Alive,Good,,,,,,
2012-0313-01-2,2/26/2018 15:35,Alive,Good,,,,,,
2012-0313-01-2,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0313-01-19,,,,2/26/2020 13:48,19.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-19,,,,2/21/2015 0:00,17.1,feet,,feet,0 arms. 0 buds.
2012-0313-01-19,,,,11/21/2012 12:18,16,feet,16,feet,0 arms.
2012-0313-01-19,7/20/2012 15:45,Alive,,,,,,,
2012-0313-01-19,11/21/2012 0:00,Alive,Fair,,,,,,
2012-0313-01-19,10/7/2013 16:57,Alive,Fair,,,,,,
2012-0313-01-19,2/21/2015 0:00,Alive,Fair,,,,,,
2012-0313-01-19,3/21/2016 18:29,Alive,Fair,,,,,,
2012-0313-01-19,3/23/2017 20:22,Alive,Fair,,,,,,
2012-0313-01-19,2/26/2018 15:35,Alive,Fair,,,,,,
2012-0313-01-19,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0313-01-18,,,,2/26/2020 13:48,20.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-18,,,,2/26/2018 15:35,20.34,feet,17.8,feet,2 arms. 0 buds.
2012-0313-01-18,,,,2/18/2015 0:00,19,feet,17.8,feet,2 arms. 0 buds.
2012-0313-01-18,,,,12/5/2012 12:43,18.3,feet,16,feet,1 arm. 3 buds.
2012-0313-01-18,7/20/2012 15:44,Alive,,,,,,,
2012-0313-01-18,12/5/2012 0:00,Alive,Good,,,,,,
2012-0313-01-18,10/7/2013 16:57,Alive,Good,,,,,,
2012-0313-01-18,2/18/2015 0:00,Alive,Good,,,,,,
2012-0313-01-18,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-18,3/23/2017 20:22,Alive,Good,,,,,,
2012-0313-01-18,2/26/2018 15:35,Alive,Good,,,,,,
2012-0313-01-18,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0313-01-17,,,,2/26/2020 13:48,17.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-17,,,,2/26/2018 15:35,16.73,feet,13.5,feet,3 arms. 0 buds.
2012-0313-01-17,,,,2/18/2015 0:00,16,feet,13.5,feet,3 arms. 0 buds.
2012-0313-01-17,,,,11/28/2012 12:28,15,feet,10.8,feet,3 arms. 1 bud.
2012-0313-01-17,7/20/2012 15:43,Alive,,,,,,,
2012-0313-01-17,11/28/2012 0:00,Alive,Fair,,,,,,
2012-0313-01-17,10/7/2013 16:57,Alive,Fair,,,,,,
2012-0313-01-17,1/29/2014 0:00,Alive,Good,,,,,,
2012-0313-01-17,2/18/2015 0:00,Alive,Good,,,,,,
2012-0313-01-17,3/21/2016 18:29,Alive,Good,,,,,,
2012-0313-01-17,3/23/2017 20:22,Alive,Good,,,,,,
2012-0313-01-17,2/26/2018 15:35,Alive,Good,,,,,,
2012-0313-01-17,3/29/2019 19:25,Alive,Fair,,,,,,
2012-0313-01-16,,,,2/26/2020 13:48,1.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-16,,,,3/29/2019 19:13,1.5833333,feet,,feet,"Measured during Saguaro Inventory 2019, VN, 2/15/103"
2012-0313-01-16,,,,2/26/2018 15:35,1.42,feet,,feet,0 arms.
2012-0313-01-16,,,,12/5/2012 12:41,8.5,inches,,inches,0 arms.
2012-0313-01-16,7/20/2012 15:34,Alive,,,,,,,
2012-0313-01-16,12/5/2012 0:00,Alive,Excellent,,,,,,
2012-0313-01-16,10/7/2013 16:57,Alive,Excellent,,,,,,
2012-0313-01-16,2/26/2015 0:00,Alive,Excellent,,,,,,
2012-0313-01-16,3/23/2017 20:22,Alive,Excellent,,,,,,
2012-0313-01-16,2/26/2018 15:35,Alive,Good,,,,,,
2012-0313-01-15,,,,2/26/2020 13:48,12.6,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-15,,,,2/26/2018 15:35,12.14,feet,,feet,1 arm. 0 buds.
2012-0313-01-15,,,,2/21/2015 0:00,11.6,feet,,feet,1 arm. 0 buds.
2012-0313-01-15,,,,1/29/2013 9:44,11.8,feet,14.5,feet,0 arms.
2012-0313-01-15,7/20/2012 15:31,Alive,,,,,,,
2012-0313-01-15,1/29/2013 0:00,Alive,Excellent,,,,,,
2012-0313-01-15,10/7/2013 16:57,Alive,Excellent,,,,,,
2012-0313-01-15,2/21/2015 0:00,Alive,Excellent,,,,,,
2012-0313-01-15,3/23/2017 20:22,Alive,Good,,,,,,
2012-0313-01-15,2/26/2018 15:35,Alive,Good,,,,,,
2012-0313-01-15,3/29/2019 19:25,Alive,Good,,,,,,
2012-0313-01-14,,,,2/26/2020 13:43,12.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
2012-0313-01-14,,,,2/26/2018 15:35,12.14,feet,,feet,0 arms. 0 buds.
2012-0313-01-14,,,,2/21/2015 0:00,11.95,feet,,feet,0 arms. 0 buds.
2012-0313-01-14,,,,1/29/2013 9:46,11.6,feet,15.4,feet,0 arms.
2012-0313-01-14,7/20/2012 15:31,Alive,,,,,,,
2012-0313-01-14,1/29/2013 0:00,Alive,Excellent,,,,,,
2012-0313-01-14,10/7/2013 16:57,Alive,Excellent,,,,,,
2012-0313-01-14,2/21/2015 0:00,Alive,Excellent,,,,,,
2012-0313-01-14,2/21/2015 23:20,Alive,Excellent,,,,,,
2012-0313-01-14,3/23/2017 20:22,Alive,Good,,,,,,
2012-0313-01-14,2/26/2018 15:35,Alive,Good,,,,,,
2012-0313-01-14,3/29/2019 19:35,Alive,Good,,,,,,
2012-0313-01-13,,,,2/26/2020 13:48,159,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
